network:,distilbert_sst2,depth,16,Loss:CrossEntropy,Dataset:,sst2,Optimizer:,dngd,LearningRate:,3e-5,BatchSize:,32,EpochRange:,80
Epoch,Train_Loss,Train_Accuracy
1,1.3641086506447146,52.928773998129145
2,0.69363258691978,53.4083653803323
3,0.6933114178107074,53.81074700440986
4,0.6939239972843977,53.69493236722149
5,0.693659216576121,53.50190797190753
6,0.6930648790402537,54.13146446123922
7,0.6935395656175681,54.063163521358895
8,0.6930473129709656,54.19085658287428
9,0.6938768646213052,53.97110573282454
10,0.6932732014078425,54.2027350072013
11,0.6943717752952757,53.65929709424045
12,0.6934336283427802,53.264339485367266
13,0.6940902255776376,53.45736388068123
14,0.6921001062257273,54.30073200789915
15,0.6919518964307608,54.21758303761006
16,0.6928628877336226,53.71275000371201
17,0.6936566590413346,53.9800145510698
18,0.6925680437733611,54.07801155176766
19,0.6923642893018745,54.86495716343227
20,0.6925536580153712,54.446242705905064
21,0.6927967010088035,53.991892975396816
22,0.6924606823581415,54.21758303761006
23,0.6926442896385374,54.45218191806857
24,0.6923743428640298,54.15225170381149
25,0.6924406627294853,54.2027350072013
26,0.6919228113745284,53.974075338906296
27,0.6922094850245677,54.08692037001292
28,0.6922063539826672,54.36457853865685
29,0.6919529090301442,53.99783218756032
30,0.691873399293904,54.32745846263493
31,0.6916692248715924,54.30667122006266
32,0.6917800083296316,54.45218191806857
33,0.6915271738929024,54.26509673491811
34,0.691539885992109,54.232431068018826
35,0.69075104199226,54.76102095057091
36,0.691363249312104,54.657084737709546
37,0.6908604354586567,54.62144946472851
38,0.6905088765887353,54.86495716343227
39,0.6906836581060269,54.75211213232565
40,0.690408845978508,54.92137967898558
41,0.6903070048311827,54.92286448202646
42,0.6901855884708304,54.86495716343227
43,0.6903818193637277,54.630358282973766
44,0.6903771094924763,54.67193276811831
45,0.6899023404313946,55.36385098516682
46,0.689928124324726,54.88277479992279
47,0.6897716950350873,54.97928699757977
48,0.6894265776858477,55.3905774399026
49,0.6896634229288532,55.29555004528649
50,0.6892276171833772,55.467787198028184
51,0.6891308611758814,55.672690017669154
52,0.6890538012896468,55.42918231896539
53,0.6893421480887859,55.51827050141799
54,0.688982113268483,55.49748325884571
55,0.6890236353930838,55.651902775096886
56,0.6886816470470112,55.63111553252461
57,0.6891289871265656,55.49451365276396
58,0.6888201299019494,55.66675080550565
59,0.6887928104174109,55.74693016971299
60,0.6886017882059419,55.74693016971299
61,0.6883377461138926,55.75286938187649
62,0.6884362337425033,55.78256544269403
63,0.688232592477368,55.78256544269403
64,0.688119198307572,55.78256544269403
65,0.6882921815484833,55.78256544269403
66,0.6881769845717877,55.78256544269403
67,0.6881780663748535,55.78256544269403
68,0.6880033557601892,55.78256544269403
69,0.6879353762522445,55.78256544269403
70,0.6878610967173996,55.78256544269403
71,0.6878734209758369,55.78256544269403
72,0.6878827121365382,55.78256544269403
73,0.6878115500520358,55.78256544269403
74,0.687783888031921,55.78256544269403
75,0.6878116166506697,55.78256544269403
76,0.6877775279473239,55.78256544269403
77,0.6877478437582274,55.78256544269403
78,0.6877643797573171,55.78256544269403
79,0.6877375403945633,55.78256544269403
80,0.6877540782341764,55.78256544269403
