network:,distilbert_sst2,depth,16,Loss:CrossEntropy,Dataset:,sst2,Optimizer:,dngd,LearningRate:,3e-5,BatchSize:,32,EpochRange:,80
Epoch,Train_Loss,Train_Accuracy
1,nan,44.21743455730597
2,nan,44.21743455730597
3,nan,44.21743455730597
4,nan,44.21743455730597
5,nan,44.21743455730597
6,nan,44.21743455730597
7,nan,44.21743455730597
8,nan,44.21743455730597
9,nan,44.21743455730597
10,nan,44.21743455730597
11,nan,44.21743455730597
12,nan,44.21743455730597
13,nan,44.21743455730597
14,nan,44.21743455730597
15,nan,44.21743455730597
16,nan,44.21743455730597
17,nan,44.21743455730597
18,nan,44.21743455730597
19,nan,44.21743455730597
20,nan,44.21743455730597
21,nan,44.21743455730597
22,nan,44.21743455730597
23,nan,44.21743455730597
24,nan,44.21743455730597
25,nan,44.21743455730597
26,nan,44.21743455730597
27,nan,44.21743455730597
28,nan,44.21743455730597
29,nan,44.21743455730597
30,nan,44.21743455730597
31,nan,44.21743455730597
32,nan,44.21743455730597
33,nan,44.21743455730597
34,nan,44.21743455730597
35,nan,44.21743455730597
36,nan,44.21743455730597
37,nan,44.21743455730597
38,nan,44.21743455730597
39,nan,44.21743455730597
40,nan,44.21743455730597
41,nan,44.21743455730597
42,nan,44.21743455730597
43,nan,44.21743455730597
44,nan,44.21743455730597
45,nan,44.21743455730597
46,nan,44.21743455730597
47,nan,44.21743455730597
48,nan,44.21743455730597
49,nan,44.21743455730597
50,nan,44.21743455730597
51,nan,44.21743455730597
52,nan,44.21743455730597
53,nan,44.21743455730597
54,nan,44.21743455730597
55,nan,44.21743455730597
56,nan,44.21743455730597
57,nan,44.21743455730597
58,nan,44.21743455730597
59,nan,44.21743455730597
60,nan,44.21743455730597
61,nan,44.21743455730597
62,nan,44.21743455730597
63,nan,44.21743455730597
64,nan,44.21743455730597
65,nan,44.21743455730597
66,nan,44.21743455730597
67,nan,44.21743455730597
68,nan,44.21743455730597
69,nan,44.21743455730597
70,nan,44.21743455730597
71,nan,44.21743455730597
72,nan,44.21743455730597
73,nan,44.21743455730597
74,nan,44.21743455730597
75,nan,44.21743455730597
76,nan,44.21743455730597
77,nan,44.21743455730597
78,nan,44.21743455730597
79,nan,44.21743455730597
80,nan,44.21743455730597
