Wall time,Step,Value
1735910165.097018,0,30.700000762939453
1735910174.4202988,1,57.20000076293945
1735910184.5270848,2,85.80000305175781
1735910194.0690508,3,113.0999984741211
1735910203.419024,4,140.60000610351562
1735910212.7663693,5,167.60000610351562
1735910222.235981,6,194.89999389648438
1735910231.7092495,7,221.6999969482422
1735910241.3695893,8,249.60000610351562
1735910250.9925077,9,276.8999938964844
1735910260.8486044,10,305.3999938964844
1735910270.687714,11,333.3999938964844
1735910280.4732695,12,361.29998779296875
1735910290.2019742,13,388.79998779296875
1735910299.6533875,14,415.8999938964844
1735910308.912325,15,441.79998779296875
1735910318.7103465,16,470.20001220703125
1735910328.0422688,17,497.5
1735910338.1273277,18,526.5999755859375
1735910348.1240525,19,555.7000122070312
1735910357.3158796,20,582.0
1735910367.1521974,21,610.2999877929688
1735910376.7401404,22,638.0
1735910385.9315276,23,663.7999877929688
1735910395.5529068,24,690.9000244140625
1735910404.987618,25,717.7000122070312
1735910413.9852247,26,743.2000122070312
1735910423.5379972,27,771.0999755859375
1735910432.9702492,28,797.9000244140625
1735910442.5472157,29,825.2999877929688
1735910452.3907857,30,854.0999755859375
1735910462.1055393,31,882.0999755859375
1735910471.1518974,32,908.4000244140625
1735910480.937578,33,936.9000244140625
1735910490.4275582,34,963.7000122070312
1735910499.3538992,35,988.4000244140625
1735910508.9817152,36,1016.0
1735910517.9826894,37,1042.4000244140625
1735910527.5934503,38,1069.699951171875
1735910536.8413124,39,1096.699951171875
1735910546.7190027,40,1124.9000244140625
1735910556.2597916,41,1152.0
1735910565.7424095,42,1178.5999755859375
1735910575.6539247,43,1206.800048828125
1735910585.1895423,44,1233.800048828125
1735910595.2400086,45,1263.0
1735910605.0630746,46,1291.300048828125
1735910614.4091206,47,1318.5
1735910624.3354764,48,1346.9000244140625
1735910633.8765993,49,1374.300048828125
1735910643.69856,50,1402.5999755859375
1735910653.0806305,51,1429.699951171875
1735910662.2462134,52,1456.699951171875
1735910671.6542046,53,1483.199951171875
1735910680.7502923,54,1508.9000244140625
1735910690.0319488,55,1535.9000244140625
1735910699.5946078,56,1563.5
1735910709.2739842,57,1591.0
1735910718.6991982,58,1617.5999755859375
1735910728.2448244,59,1645.199951171875
1735910737.866686,60,1673.199951171875
1735910747.84992,61,1701.300048828125
1735910757.5397797,62,1728.800048828125
1735910767.1357973,63,1756.199951171875
1735910775.834645,64,1780.699951171875
1735910783.8600388,65,1803.5999755859375
1735910793.097424,66,1830.9000244140625
1735910802.923103,67,1859.300048828125
1735910812.1573837,68,1886.699951171875
1735910821.202994,69,1912.199951171875
1735910830.390684,70,1938.4000244140625
1735910839.4137032,71,1963.699951171875
1735910848.3698757,72,1989.0
1735910857.781103,73,2015.9000244140625
1735910867.2275984,74,2042.9000244140625
1735910877.1732466,75,2071.300048828125
1735910886.396126,76,2097.0
1735910896.3219812,77,2125.60009765625
1735910905.7670403,78,2152.89990234375
1735910914.8283293,79,2177.800048828125
1735910923.8847585,80,2203.39990234375
1735910933.1433697,81,2229.5
1735910942.3497038,82,2254.699951171875
1735910951.8613098,83,2281.60009765625
1735910961.4345102,84,2308.89990234375
1735910970.4603453,85,2334.89990234375
1735910979.7433584,86,2361.199951171875
1735910989.2263198,87,2388.10009765625
1735910998.3067868,88,2413.0
1735911006.968156,89,2437.10009765625
1735911016.3503516,90,2463.89990234375
1735911026.1728492,91,2491.800048828125
1735911034.8661804,92,2517.39990234375
1735911044.179976,93,2544.60009765625
1735911053.516754,94,2571.89990234375
1735911063.1560788,95,2599.0
1735911072.2887444,96,2624.60009765625
1735911081.8142278,97,2650.89990234375
1735911091.080901,98,2677.699951171875
1735911100.4207664,99,2705.10009765625
1735911109.2173853,100,2730.39990234375
1735911119.0301833,101,2759.5
1735911128.5091302,102,2786.39990234375
1735911138.5271144,103,2815.60009765625
1735911147.993118,104,2842.10009765625
1735911156.938697,105,2868.10009765625
1735911166.6054041,106,2896.800048828125
1735911176.0460052,107,2923.0
1735911185.6845236,108,2950.89990234375
1735911194.8285398,109,2977.5
1735911204.10098,110,3005.0
1735911213.8717835,111,3033.199951171875
1735911223.492108,112,3060.60009765625
1735911233.0676844,113,3088.300048828125
1735911243.0951352,114,3116.39990234375
1735911252.7114663,115,3143.699951171875
