Wall time,Step,Value
1735917799.9052155,0,65.19999694824219
1735917820.4324634,1,128.5
1735917841.1151817,2,190.60000610351562
1735917861.632231,3,251.1999969482422
1735917882.244889,4,314.20001220703125
1735917902.1184936,5,375.8999938964844
1735917922.4615295,6,437.20001220703125
1735917942.7228372,7,499.20001220703125
1735917963.1987379,8,560.9000244140625
1735917983.3918128,9,622.4000244140625
1735918003.773611,10,684.5999755859375
1735918024.2151883,11,746.2999877929688
1735918044.1367364,12,805.9000244140625
1735918064.171777,13,866.0999755859375
1735918084.8611581,14,927.9000244140625
1735918105.1596656,15,989.0
1735918125.2223725,16,1049.300048828125
1735918145.73581,17,1110.9000244140625
1735918166.111883,18,1171.699951171875
1735918186.5060995,19,1232.800048828125
1735918206.4286537,20,1295.0
1735918226.3626997,21,1355.199951171875
1735918246.606585,22,1416.4000244140625
1735918266.7915983,23,1477.800048828125
1735918287.2095304,24,1539.199951171875
1735918307.3117533,25,1599.699951171875
1735918327.5660806,26,1660.300048828125
1735918348.062934,27,1721.5
1735918368.3516488,28,1782.0
1735918388.601588,29,1843.0
1735918409.0324728,30,1904.5
1735918429.5751426,31,1966.699951171875
1735918449.88343,32,2027.300048828125
1735918470.2148669,33,2088.800048828125
1735918490.4644833,34,2150.5
1735918510.876999,35,2211.699951171875
1735918530.812965,36,2273.10009765625
1735918550.892141,37,2332.60009765625
1735918571.2528577,38,2393.300048828125
1735918591.8637695,39,2455.800048828125
1735918612.7097566,40,2519.0
1735918633.5878644,41,2581.5
1735918653.3594012,42,2641.199951171875
1735918673.9018617,43,2702.699951171875
1735918693.976552,44,2763.60009765625
1735918714.0190108,45,2824.199951171875
1735918734.533609,46,2886.89990234375
1735918755.1291664,47,2948.89990234375
1735918775.4481425,48,3010.800048828125
1735918796.0060546,49,3072.800048828125
1735918816.6823707,50,3136.10009765625
1735918837.1654978,51,3198.39990234375
1735918857.085094,52,3257.39990234375
1735918877.3223877,53,3316.89990234375
1735918897.9785118,54,3380.199951171875
1735918918.0103931,55,3440.10009765625
1735918938.4205072,56,3501.39990234375
1735918958.777756,57,3563.5
1735918979.5141764,58,3625.0
1735918999.6920319,59,3686.0
1735919020.132101,60,3745.699951171875
1735919040.420267,61,3808.199951171875
1735919060.8011806,62,3869.5
1735919081.695411,63,3931.5
1735919102.2064764,64,3994.39990234375
1735919122.4762838,65,4055.89990234375
1735919142.9724474,66,4117.5
1735919163.1854248,67,4179.10009765625
1735919183.290152,68,4240.39990234375
1735919203.9671128,69,4302.39990234375
1735919224.2285328,70,4363.39990234375
1735919244.3687594,71,4424.7001953125
1735919264.8745387,72,4486.7998046875
1735919285.0202196,73,4548.2998046875
1735919305.461039,74,4610.5
1735919325.5674362,75,4672.0
1735919345.5587215,76,4732.0
1735919365.6737876,77,4792.7998046875
1735919386.2095923,78,4855.60009765625
1735919406.6308157,79,4916.5
1735919427.1257858,80,4979.0
1735919447.5168808,81,5040.89990234375
1735919467.6824236,82,5101.89990234375
1735919488.2448852,83,5165.2998046875
1735919508.3859255,84,5225.2001953125
1735919528.6753626,85,5286.60009765625
1735919549.1684363,86,5348.39990234375
1735919569.1819375,87,5409.2001953125
1735919589.6030931,88,5470.7998046875
1735919610.0482278,89,5532.7001953125
1735919630.7069426,90,5594.7001953125
1735919650.4084558,91,5655.0
1735919670.5333233,92,5716.39990234375
1735919691.2582278,93,5778.89990234375
1735919711.7613919,94,5839.89990234375
1735919732.0907822,95,5900.7998046875
1735919752.2264388,96,5962.7998046875
1735919772.9094496,97,6025.10009765625
1735919793.7405508,98,6087.10009765625
1735919813.8985727,99,6147.2998046875
1735919833.89543,100,6208.10009765625
1735919854.201461,101,6268.10009765625
1735919874.3043644,102,6329.39990234375
1735919894.8499148,103,6392.2998046875
1735919915.317119,104,6455.39990234375
1735919935.9114377,105,6518.0
1735919956.2625217,106,6578.2001953125
1735919976.0860531,107,6638.7001953125
1735919996.2219658,108,6699.60009765625
1735920016.7406485,109,6761.7998046875
1735920036.9799314,110,6824.0
1735920057.216169,111,6886.5
1735920077.2559595,112,6947.2998046875
1735920097.52219,113,7009.2998046875
1735920117.8111055,114,7070.7001953125
1735920137.462199,115,7130.10009765625
1735920157.67042,116,7191.2001953125
1735920177.9690642,117,7251.2998046875
1735920198.185141,118,7313.10009765625
1735920218.907457,119,7375.39990234375
1735920239.3464448,120,7435.89990234375
1735920259.481147,121,7497.89990234375
1735920280.4167264,122,7561.89990234375
1735920300.355682,123,7622.5
1735920320.692012,124,7684.0
1735920340.8345783,125,7745.10009765625
1735920361.1118493,126,7806.89990234375
1735920381.4006128,127,7868.7001953125
1735920402.0205967,128,7930.10009765625
1735920422.3407803,129,7991.60009765625
1735920442.8770847,130,8054.0
1735920462.8360088,131,8113.10009765625
1735920483.3305957,132,8175.39990234375
1735920503.5569556,133,8236.7001953125
1735920524.2197871,134,8298.599609375
1735920544.5782697,135,8359.7001953125
1735920564.949165,136,8422.599609375
1735920585.2706327,137,8484.099609375
1735920605.584768,138,8546.099609375
1735920625.8439283,139,8607.7001953125
1735920645.9891484,140,8668.5
1735920665.9400065,141,8730.2001953125
1735920686.6515298,142,8792.2998046875
1735920706.8856971,143,8853.7001953125
1735920726.6604383,144,8914.400390625
1735920747.3607428,145,8976.5
1735920767.6057966,146,9037.7998046875
1735920787.8169594,147,9098.099609375
1735920808.183047,148,9159.7001953125
1735920828.5777745,149,9222.2998046875
1735920848.8442123,150,9283.900390625
1735920868.8278632,151,9344.7001953125
1735920889.5500085,152,9407.0
1735920910.0362384,153,9468.900390625
1735920930.424157,154,9529.900390625
1735920950.3277712,155,9590.599609375
1735920970.5497017,156,9651.7998046875
1735920991.2010844,157,9713.7998046875
1735921011.9413471,158,9777.2998046875
1735921032.3518095,159,9840.2998046875
1735921052.6950948,160,9902.2998046875
1735921072.943118,161,9963.7001953125
1735921092.9910915,162,10024.0
1735921113.4004223,163,10087.2998046875
1735921133.7354214,164,10148.7001953125
1735921154.0753067,165,10210.2998046875
1735921174.6675637,166,10273.2998046875
1735921195.0456789,167,10335.0
1735921215.1755602,168,10395.2001953125
1735921235.3924346,169,10456.7998046875
1735921256.0967665,170,10519.7998046875
1735921276.8379018,171,10582.2001953125
1735921296.935865,172,10642.7998046875
1735921317.4191217,173,10703.599609375
1735921337.9720223,174,10766.7998046875
1735921358.4355602,175,10828.5
1735921378.9716122,176,10890.900390625
1735921399.1996126,177,10952.7001953125
1735921419.035131,178,11012.7998046875
1735921439.0413156,179,11074.2998046875
1735921459.5320961,180,11136.5
1735921479.9159508,181,11198.2998046875
1735921500.6569428,182,11260.7001953125
1735921521.2241428,183,11323.099609375
1735921541.8673806,184,11385.2001953125
1735921562.5022619,185,11448.099609375
1735921582.7075515,186,11509.7998046875
1735921602.4250162,187,11569.099609375
1735921622.780062,188,11631.2001953125
1735921643.195317,189,11692.400390625
1735921663.516242,190,11754.2001953125
1735921684.2581878,191,11817.599609375
1735921705.0427432,192,11879.900390625
1735921725.0937896,193,11941.400390625
1735921745.2511728,194,12002.900390625
1735921765.4959838,195,12063.7001953125
1735921785.8877425,196,12125.2001953125
1735921806.0241463,197,12185.400390625
1735921826.2709482,198,12246.7998046875
1735921846.3861542,199,12307.599609375
1735921866.7508423,200,12369.7001953125
1735921886.8199518,201,12430.7001953125
1735921907.0399616,202,12491.0
1735921927.3872116,203,12552.7001953125
1735921947.7985785,204,12614.0
1735921968.2482169,205,12675.7998046875
1735921988.647727,206,12736.599609375
1735922009.287697,207,12799.2001953125
1735922029.6304421,208,12860.7998046875
1735922049.7248766,209,12921.599609375
1735922069.5081196,210,12982.599609375
1735922089.867239,211,13044.099609375
1735922110.1888237,212,13106.099609375
1735922130.3581247,213,13167.5
1735922150.8115144,214,13229.400390625
1735922171.1717792,215,13290.7998046875
1735922191.4738305,216,13353.400390625
1735922211.8476954,217,13415.2001953125
1735922231.9948287,218,13476.5
1735922252.5420759,219,13538.099609375
1735922272.739825,220,13599.900390625
1735922293.1511862,221,13661.0
1735922313.0092132,222,13722.2998046875
1735922333.5585964,223,13784.2998046875
1735922354.2397003,224,13847.2001953125
1735922373.9610987,225,13905.599609375
1735922393.9090314,226,13966.7001953125
1735922414.2203693,227,14027.7998046875
1735922434.6652105,228,14089.2998046875
1735922455.1175683,229,14150.599609375
1735922475.6801064,230,14212.599609375
1735922496.485099,231,14275.2001953125
1735922516.8445892,232,14337.599609375
1735922536.8993108,233,14398.099609375
1735922557.134373,234,14459.0
1735922577.381309,235,14521.099609375
1735922598.1106308,236,14582.5
1735922618.5101385,237,14645.0
1735922638.7177727,238,14705.7998046875
1735922659.0664237,239,14767.7001953125
1735922679.4655898,240,14828.7998046875
1735922699.7311187,241,14890.099609375
1735922719.430365,242,14950.7001953125
1735922739.6409948,243,15011.900390625
1735922759.989958,244,15073.099609375
1735922780.4421666,245,15135.2001953125
1735922800.5378554,246,15197.099609375
1735922821.06909,247,15258.7998046875
1735922841.2839766,248,15320.900390625
1735922861.6374722,249,15382.2998046875
1735922881.9342082,250,15443.2001953125
1735922902.1556883,251,15504.7998046875
1735922922.3440883,252,15566.099609375
1735922942.752702,253,15627.2001953125
1735922962.9505374,254,15688.099609375
1735922983.484542,255,15749.7001953125
1735923003.4584484,256,15810.2001953125
1735923024.0053682,257,15870.5
1735923044.482608,258,15933.0
1735923064.3362868,259,15993.0
1735923084.6066983,260,16053.5
1735923104.687204,261,16115.5
1735923125.0189586,262,16176.5
1735923145.526881,263,16237.7001953125
1735923165.676853,264,16299.5
1735923185.790853,265,16360.7001953125
1735923206.2168536,266,16422.80078125
1735923226.805994,267,16484.69921875
1735923247.1683636,268,16545.900390625
1735923267.523843,269,16607.69921875
1735923287.9369493,270,16670.19921875
1735923308.5036528,271,16732.599609375
1735923328.5673,272,16793.400390625
1735923348.7446246,273,16855.400390625
1735923369.008123,274,16917.400390625
1735923389.1292338,275,16979.099609375
1735923409.4114842,276,17041.5
1735923430.0605056,277,17103.599609375
1735923450.4386604,278,17165.099609375
1735923470.667495,279,17227.0
1735923490.8102825,280,17288.19921875
1735923511.0987003,281,17349.5
1735923531.5183296,282,17411.0
1735923551.8153925,283,17472.900390625
1735923572.1850183,284,17534.099609375
1735923592.46982,285,17594.900390625
1735923612.5593283,286,17654.599609375
1735923632.7230284,287,17715.400390625
1735923653.1119685,288,17777.19921875
1735923673.7477388,289,17838.80078125
1735923693.7358027,290,17900.099609375
1735923714.1339269,291,17961.19921875
1735923734.3022966,292,18022.30078125
1735923754.7042654,293,18083.69921875
1735923775.366313,294,18146.19921875
1735923795.800259,295,18208.80078125
1735923815.4415047,296,18267.5
1735923835.8104641,297,18329.099609375
