Wall time,Step,Value
1736317740.3096466,0,49.805999755859375
1736317911.715133,1,69.22799682617188
1736318084.4343379,2,76.41799926757812
1736318257.8796222,3,79.51799774169922
1736318431.450047,4,81.51200103759766
1736318607.511182,5,82.61799621582031
1736318785.5145395,6,83.71800231933594
1736318960.9950397,7,84.11799621582031
1736319135.798582,8,84.98400115966797
1736319309.931328,9,85.04000091552734
1736319485.6585367,10,85.49600219726562
1736319658.999934,11,85.60600280761719
1736319833.6394594,12,85.91000366210938
1736320006.9465513,13,86.22000122070312
1736320178.5592306,14,86.12799835205078
1736320351.6728706,15,86.37799835205078
1736320523.278927,16,86.45999908447266
1736320695.8726964,17,86.48799896240234
1736320868.538324,18,86.92400360107422
1736321040.6269546,19,87.03399658203125
1736321213.3878968,20,87.2300033569336
1736321384.9887722,21,87.54399871826172
1736321577.0044305,22,87.63800048828125
1736321842.489375,23,87.697998046875
1736322116.5781498,24,87.60800170898438
1736322392.0107496,25,87.75199890136719
1736322657.2754965,26,87.80599975585938
1736322831.0118716,27,88.11000061035156
1736323002.2871556,28,87.91400146484375
1736323175.8504949,29,88.0719985961914
1736323351.7756793,30,88.00599670410156
1736323525.8756437,31,88.11399841308594
1736323697.8571074,32,88.18800354003906
1736323870.485278,33,88.05000305175781
1736324044.9859116,34,88.2760009765625
1736324220.7574196,35,88.36799621582031
1736324393.574885,36,88.58200073242188
1736324567.0735586,37,88.53600311279297
1736324739.5433989,38,88.58399963378906
1736324912.6899874,39,88.697998046875
1736325086.141057,40,88.73799896240234
1736325256.977276,41,88.64199829101562
1736325433.4523866,42,88.83000183105469
1736325606.5545027,43,88.49600219726562
1736325779.1969182,44,88.70800018310547
1736325952.4641328,45,88.67400360107422
1736326122.0845509,46,88.66799926757812
1736326293.7553573,47,88.80999755859375
1736326464.8964882,48,88.72000122070312
1736326634.6005979,49,88.8499984741211
1736326806.7198114,50,89.12200164794922
1736326978.109282,51,88.74400329589844
1736327151.0851903,52,88.91400146484375
1736327320.2049186,53,88.8239974975586
1736327488.011437,54,89.0
1736327657.512089,55,88.802001953125
1736327828.8514743,56,88.98600006103516
1736327999.8394523,57,88.83200073242188
1736328169.9496193,58,89.0260009765625
1736328340.0320418,59,89.05400085449219
1736328510.8763452,60,89.08599853515625
1736328681.1524448,61,89.05999755859375
1736328848.9970334,62,88.9540023803711
1736329020.9404726,63,89.24400329589844
1736329190.433949,64,89.11000061035156
1736329362.5233943,65,89.2239990234375
1736329532.344695,66,89.03399658203125
1736329704.685678,67,89.09600067138672
1736329872.2185287,68,89.05400085449219
1736330041.033025,69,88.95999908447266
1736330209.095697,70,88.93800354003906
1736330379.017359,71,89.08799743652344
1736330548.7604778,72,89.18000030517578
1736330716.176235,73,89.33599853515625
1736330886.2019758,74,89.2959976196289
1736331053.8847232,75,89.37000274658203
1736331222.2388718,76,89.22200012207031
1736331389.3858278,77,89.28600311279297
1736331557.0105486,78,89.37799835205078
