Wall time,Step,Value
1736177762.8304517,0,49.433998107910156
1736177934.4849036,1,69.89800262451172
1736178106.7828126,2,76.48799896240234
1736178280.6415362,3,79.45999908447266
1736178455.8624914,4,81.38600158691406
1736178632.2898285,5,82.61000061035156
1736178807.3562307,6,83.6500015258789
1736178981.230507,7,84.26200103759766
1736179156.1095376,8,84.78199768066406
1736179331.2622695,9,85.0979995727539
1736179507.9809346,10,85.14600372314453
1736179682.1393108,11,85.52799987792969
1736179856.7842238,12,85.79000091552734
1736180029.676085,13,85.94999694824219
1736180203.108434,14,86.10399627685547
1736180376.78902,15,86.3759994506836
1736180548.7014103,16,86.40399932861328
1736180718.1577358,17,86.58200073242188
1736180888.572425,18,86.7979965209961
1736181058.1946535,19,87.07599639892578
1736181229.8541956,20,87.36399841308594
1736181402.621404,21,87.36199951171875
1736181574.3608615,22,87.62799835205078
1736181744.4437153,23,87.48999786376953
1736181916.3881361,24,87.68000030517578
1736182089.3840795,25,87.6500015258789
1736182259.561194,26,87.94400024414062
1736182428.74462,27,87.88400268554688
1736182597.8638325,28,87.80799865722656
1736182767.3815901,29,88.1500015258789
1736182939.3727748,30,87.88999938964844
1736183108.7110934,31,88.15799713134766
1736183278.0123348,32,88.10600280761719
1736183446.522042,33,88.24400329589844
1736183616.814667,34,88.18800354003906
1736183786.0384188,35,88.25
1736183954.848022,36,88.60199737548828
1736184124.0127819,37,88.4800033569336
1736184292.7363384,38,88.45999908447266
1736184460.763871,39,88.75399780273438
1736184629.3111534,40,88.447998046875
1736184798.1293528,41,88.72000122070312
1736184966.4067354,42,88.52200317382812
1736185135.9862547,43,88.63400268554688
1736185305.164305,44,88.93800354003906
1736185476.5113733,45,88.53399658203125
1736185646.2391326,46,88.81199645996094
1736185814.1880202,47,88.80400085449219
1736185983.2155113,48,88.7300033569336
1736186150.7260222,49,88.81800079345703
1736186320.0494719,50,88.96800231933594
1736186488.1304762,51,88.7239990234375
1736186657.0721872,52,88.9800033569336
1736186826.3054252,53,88.97799682617188
1736186995.5775692,54,88.89600372314453
